URI;arkId;fingerprint_prefLabel@fr;Opentheso_ID;Opentheso_prefLabel@fr;Opentheso_prefLabel@en;Koha_Archires_ID;Koha_Archires_prefLabel@fr;Koha_Archires_prefLabel@en;Koha_Brise-es_2024_ID;Koha_Brise-es_2024_prefLabel@fr;Koha_Brise-es_2024_prefLabel@en;Alexandrie_IPRAUS_2024_ID;Alexandrie_IPRAUS_2024_prefLabel@fr;Alexandrie_IPRAUS_2024_prefLabel@en
https://n2t.net/ark:/99152/r59lc4np-g;99152/r59lc4np-g;poste;67717/T990-1635;Poste;Post office;61102;Poste;Post office;377049;POSTE;;7276;Poste;
https://n2t.net/ark:/99152/r53c7sp1-f;99152/r53c7sp1-f;doeuvre maitre;67717/T990-1255;Maître d'œuvre;Construction manager;59869;Maître d'œuvre;Construction manager;376753;MAITRE D'OEUVRE;;3377;Maître d'oeuvre;
https://n2t.net/ark:/99152/r5lbnjv7-j;99152/r5lbnjv7-j;economique histoire;67717/T990-1065;Histoire économique;Economic history;59648;Histoire économique;Economic history;376609;HISTOIRE ECONOMIQUE;;3566;Histoire économique;
https://n2t.net/ark:/99152/r5g2f0k9-j;99152/r5g2f0k9-j;architecture totalitaire;67717/T990-201;Architecture totalitaire;Totalitarian architecture;60733;Architecture totalitaire;Totalitarian architecture;;;;4825;Architecture totalitaire;
https://n2t.net/ark:/99152/r5xqqf83-8;99152/r5xqqf83-8;trame verte;67717/T990-1997;Trame verte;Green infrastructure;61168;Trame verte;Green infrastructure;;;;5131;Trame verte;
https://n2t.net/ark:/99152/r51n3pcl-9;99152/r51n3pcl-9;flexibilite interne;67717/T990-943;Flexibilité interne;Internal adaptability;59499;Flexibilité interne;Internal adaptability;376504;FLEXIBILITE INTERNE;;5128;Flexibilité interne;
https://n2t.net/ark:/99152/r56m2pkh-9;99152/r56m2pkh-9;comptabilite;67717/T990-563;Comptabilité;Accounting;60058;Comptabilité;Accounting;376105;COMPTABILITE;;6011;Comptabilité;
https://n2t.net/ark:/99152/r50rrr65-w;99152/r50rrr65-w;nouveau realisme;67717/T990-1408;Nouveau réalisme;New realism;60984;Nouveau réalisme;New realism;377414;NOUVEAU REALISME;;7067;Nouveau réalisme;
https://n2t.net/ark:/99152/r5rf8krv-q;99152/r5rf8krv-q;biographie;67717/T990-373;Biographie;Biography;60027;Biographie;Biography;375942;BIOGRAPHIE;;4928;Biographie;
https://n2t.net/ark:/99152/r57bxqkl-g;99152/r57bxqkl-g;location;67717/T990-1218;Location;Renting;60376;Location;Renting;376722;LOCATION;;4486;Location;
https://n2t.net/ark:/99152/r5wrn7k4-0;99152/r5wrn7k4-0;funeraire monument;67717/22879109-83f0-4e24-878f-b7feab4e0351;Monument funéraire;Funerary monument;313886;Monument funéraire;Funerary monument;;;;6825;Monument funéraire;
https://n2t.net/ark:/99152/r5p9t148-6;99152/r5p9t148-6;de lusager satisfaction;67717/T990-1820;Satisfaction de l'usager;User satisfaction;59439;Satisfaction de l'usager;User satisfaction;;;;7448;Satisfaction de l'usager;
https://n2t.net/ark:/99152/r5pgcvm1-k;99152/r5pgcvm1-k;porte;67717/T990-1630;Porte;Door;59507;Porte;Door;377044;PORTE;;3314;Porte;
https://n2t.net/ark:/99152/r5btw0w3-s;99152/r5btw0w3-s;padd;67717/T990-1440;PADD;Planning and sustainable development project;61127;PADD;Planning and sustainable development project;;;;7097;PADD;
https://n2t.net/ark:/99152/r5srn237-h;99152/r5srn237-h;individuelle maison;67717/T990-1250;Maison individuelle;Single family house;59204;Maison individuelle;Single family house;376749;MAISON INDIVIDUELLE;;3246;Maison individuelle;
https://n2t.net/ark:/99152/r5k9kpjp-j;99152/r5k9kpjp-j;domotique;67717/T990-716;Domotique;House automation;59547;Domotique;House automation;376223;DOMOTIQUE;;6222;Domotique;
https://n2t.net/ark:/99152/r52xf2jx-r;99152/r52xf2jx-r;des histoire idees;67717/T990-1060;Histoire des idées;History of ideas;60304;Histoire des idées;History of ideas;376607;HISTOIRE DES IDEES;;4741;Histoire des idées;
https://n2t.net/ark:/99152/r53twp55-3;99152/r53twp55-3;climatologie;67717/T990-526;Climatologie;Climatology;59484;Climatologie;Climatology;376070;CLIMATOLOGIE;;4220;Climatologie;
https://n2t.net/ark:/99152/r5fb6h4v-k;99152/r5fb6h4v-k;batiment militaire;67717/T990-336;Bâtiment militaire;Military building;60479;Bâtiment militaire;Military building;;;;3981;Bâtiment militaire;
https://n2t.net/ark:/99152/r5vrq4xv-0;99152/r5vrq4xv-0;architecture balneaire;67717/T990-146;Architecture balnéaire;Seaside architecture;60324;Architecture balnéaire;Seaside architecture;375765;ARCHITECTURE BALNEAIRE;;5142;Architecture balnéaire;
https://n2t.net/ark:/99152/r5gpck8x-5;99152/r5gpck8x-5;de linformation traitement;67717/T990-1992;Traitement de l'information;Data processing;60234;Traitement de l'information;Data processing;377328;TRAITEMENT DE L'INFORMATION;;3350;Traitement de l'information;
https://n2t.net/ark:/99152/r5tvh045-q;99152/r5tvh045-q;enseigne;67717/b0f585c1-7c2a-4fdf-a08d-f2778bcf3a7f;Enseigne;Sign;308315;Enseigne;Sign;;;;6363;Enseigne;
https://n2t.net/ark:/99152/r5cq5202-0;99152/r5cq5202-0;ethnologie;67717/T990-888;Ethnologie;Ethnology;59247;Ethnologie;Ethnology;376368;ETHNOLOGIE;;3596;Ethnologie;
https://n2t.net/ark:/99152/r5bsw9qp-p;99152/r5bsw9qp-p;des developpement quartiers social;67717/T990-698;Développement social des quartiers;Social development of neighbourhoods;60331;Développement social des quartiers;Social development of neighbourhoods;376206;DEVELOPPEMENT SOCIAL DES QUARTIERS;;4502;Développement social des quartiers;
https://n2t.net/ark:/99152/r5638k86-0;99152/r5638k86-0;local technique;67717/T990-1213;Local technique;Technical room;59565;Local technique;Technical room;376721;LOCAL TECHNIQUE;;5926;Local technique;
https://n2t.net/ark:/99152/r5qv8647-4;99152/r5qv8647-4;zppau;67717/T990-2117;ZPPAU;;59617;ZPPAU;;376412;ZPPAU;;4437;ZPPAU;
https://n2t.net/ark:/99152/r5fsb08x-z;99152/r5fsb08x-z;greve;67717/T990-1023;Grève;Strike;61004;Grève;Strike;376572;GREVE;;6607;Grève;
https://n2t.net/ark:/99152/r59m51dm-0;99152/r59m51dm-0;2000 annees;67717/T990-109;Années 2000;2000s;60721;Années 2000;2000s;;;;4896;Années 2000;
https://n2t.net/ark:/99152/r53s9cgd-s;99152/r53s9cgd-s;theatre;67717/T990-1955;Théâtre;Theatre;59300;Théâtre;Theatre;377296;THEATRE;;4022;Théâtre;
https://n2t.net/ark:/99152/r591psgp-6;99152/r591psgp-6;reseau;67717/T990-1765;Réseau;Network;59483;Réseau;Network;377148;RESEAU;;3826;Réseau;
https://n2t.net/ark:/99152/r5xcwlgr-9;99152/r5xcwlgr-9;octogonal plan;67717/T990-1575;Plan octogonal;Octagonal plan;60582;Plan octogonal;Octagonal plan;377007;PLAN OCTOGONAL;;4140;Plan octogonal;
https://n2t.net/ark:/99152/r51lng47-z;99152/r51lng47-z;descalade mur;67717/T990-1385;Mur d'escalade;Climbing wall;60893;Mur d'escalade;Climbing wall;;;;7027;Mur d'escalade;
https://n2t.net/ark:/99152/r53p8wxn-k;99152/r53p8wxn-k;lande;67717/T990-1195;Lande;Moor;60368;Lande;Moor;376696;LANDE;;6820;Lande;
https://n2t.net/ark:/99152/r5dnwlcw-n;99152/r5dnwlcw-n;experimentation;67717/T990-901;Expérimentation;Experimentation;59941;Expérimentation;Experimentation;376378;EXPERIMENTATION;;4162;Expérimentation;
https://n2t.net/ark:/99152/r51gddh0-8;99152/r51gddh0-8;document durbanisme;67717/T990-711;Document d'urbanisme;Urban planning document;61126;Document d'urbanisme;Urban planning document;376220;DOCUMENT D'URBANISME;;4922;Document d'urbanisme;
https://n2t.net/ark:/99152/r53jx7c4-j;99152/r53jx7c4-j;civilisation;67717/T990-521;Civilisation;Civilization;60994;Civilisation;Civilization;376064;CIVILISATION;;3363;Civilisation;
https://n2t.net/ark:/99152/r59r93bq-6;99152/r59r93bq-6;batiment hexagonal;67717/T990-331;Bâtiment hexagonal;Hexagonal shaped building;60165;Bâtiment hexagonal;Hexagonal shaped building;375908;BATIMENT HEXAGONAL;;5686;Bâtiment hexagonal;
https://n2t.net/ark:/99152/r5f9kwtl-h;99152/r5f9kwtl-h;architecte expert;67717/T990-141;Architecte expert;Expert architect;60127;Architecte expert;Expert architect;375759;ARCHITECTE EXPERT;;5384;Architecte expert;
https://n2t.net/ark:/99152/r5t9dj2q-h;99152/r5t9dj2q-h;symetrie;67717/T990-1918;Symétrie;Symmetry;59621;Symétrie;Symmetry;377267;SYMETRIE;;7564;Symétrie;
https://n2t.net/ark:/99152/r5vdnspv-k;99152/r5vdnspv-k;pleinsvides rapport;67717/T990-1728;Rapport pleins-vides;Emptiness–fullness relationship;59627;Rapport pleins-vides;Emptiness–fullness relationship;377119;RAPPORT PLEINS-VIDES;;7364;Rapport pleins-vides;
https://n2t.net/ark:/99152/r5q1v923-j;99152/r5q1v923-j;devanture;67717/T990-693;Devanture;Storefront;59784;Devanture;Storefront;376200;DEVANTURE;;5179;Devanture;
https://n2t.net/ark:/99152/r537l09f-n;99152/r537l09f-n;pilier;67717/T990-1538;Pilier;Pillar;59669;Pilier;Pillar;376971;PILIER;;7204;Pilier;
https://n2t.net/ark:/99152/r5tp1w9c-m;99152/r5tp1w9c-m;humide zone;67717/T990-2112;Zone humide;Wetland;60776;Zone humide;Wetland;377366;ZONE HUMIDE;;4415;Zone humide;
https://n2t.net/ark:/99152/r5hdlf39-b;99152/r5hdlf39-b;19001945;67717/T990-7;1900-1945;1900-1945;61045;1900-1945;1900-1945;;;;4851;1900-1945;
https://n2t.net/ark:/99152/r5hnwm5k-9;99152/r5hnwm5k-9;geomatique;67717/e949e69c-22d7-49a9-bb34-4f62378cfdc9;Géomatique;Geomatics;421330;Géomatique;Geomatics;;;;;;
https://n2t.net/ark:/99152/r5sql1l2-s;99152/r5sql1l2-s;1950 annees;67717/T990-104;Années 1950;1950s;60716;Années 1950;1950s;;;;4945;Années 1950;
https://n2t.net/ark:/99152/r5vr39d1-3;99152/r5vr39d1-3;cuite terre;67717/T990-1950;Terre cuite;Terra cotta;59911;Terre cuite;Terra cotta;377292;TERRE CUITE;;3170;Terre cuite;
https://n2t.net/ark:/99152/r5xn808n-d;99152/r5xn808n-d;renovation urbaine;67717/T990-1760;Rénovation urbaine;Urban renewal;59502;Rénovation urbaine;Urban renewal;377141;Rénovation urbaine;;4072;Rénovation urbaine;
https://n2t.net/ark:/99152/r5cnq9x3-c;99152/r5cnq9x3-c;en plan x;67717/T990-1570;Plan en X;X-shaped plan;60580;Plan en X;X-shaped plan;376998;PLAN EN X;;4130;Plan en X;
https://n2t.net/ark:/99152/r5rs04j8-5;99152/r5rs04j8-5;multimedia;67717/T990-1380;Multimédia;Multimedia;60276;Multimédia;Multimedia;376848;MULTIMEDIA;;4193;Multimédia;
https://n2t.net/ark:/99152/r59k1kkm-f;99152/r59k1kkm-f;epargne;67717/T990-846;Épargne;Saving;61082;Épargne;Saving;376320;EPARGNE;;6380;Epargne;
https://n2t.net/ark:/99152/r5xm5hkb-j;99152/r5xm5hkb-j;labyrinthe;67717/T990-1190;Labyrinthe;Labyrinth;60184;Labyrinthe;Labyrinth;376692;LABYRINTHE;;3250;Labyrinthe;
https://n2t.net/ark:/99152/r5251d0d-h;99152/r5251d0d-h;administrative decentralisation;67717/T990-656;Décentralisation administrative;Administrative decentralization;59289;Décentralisation administrative;Administrative decentralization;;;;4649;Décentralisation administrative;
https://n2t.net/ark:/99152/r5b4q6mq-5;99152/r5b4q6mq-5;voile;67717/T990-2094;Voile;Veil;60176;Voile;Veil;376432;VOILE;;7725;Voile;
https://n2t.net/ark:/99152/r517p19d-m;99152/r517p19d-m;centre medicosocial;67717/T990-466;Centre médico-social;Medical social center;59832;Centre médico-social;Medical social center;376019;CENTRE MEDICO-SOCIAL;;5881;Centre médico-social;
https://n2t.net/ark:/99152/r5fcl4fl-v;99152/r5fcl4fl-v;automatisation;67717/T990-276;Automatisation;Automatization;59631;Automatisation;Automatization;375863;AUTOMATISATION;;5614;Automatisation;
https://n2t.net/ark:/99152/r5f9t03p-7;99152/r5f9t03p-7;habitable surface;67717/T990-1913;Surface habitable;Living area;60599;Surface habitable;Living area;;;;7556;Surface habitable;
https://n2t.net/ark:/99152/r5ktqtbs-7;99152/r5ktqtbs-7;formefonction rapport;67717/T990-1723;Rapport forme-fonction;Form-function relationship;59694;Rapport forme-fonction;Form-function relationship;377115;RAPPORT FORME-FONCTION;;6505;Rapport forme-fonction;
https://n2t.net/ark:/99152/r517wfm5-3;99152/r517wfm5-3;physique;67717/T990-1533;Physique;Physics;59803;Physique;Physics;376966;PHYSIQUE;;3684;Physique;
https://n2t.net/ark:/99152/r5xqdr97-k;99152/r5xqdr97-k;mobilite sociale;67717/T990-1343;Mobilité sociale;Social mobility;60192;Mobilité sociale;Social mobility;376818;MOBILITE SOCIALE;;6996;Mobilité sociale;
https://n2t.net/ark:/99152/r5d168cd-c;99152/r5d168cd-c;energie grise;67717/T990-809;Énergie grise;Grey energy;61030;Énergie grise;Grey energy;;;;6343;Energie grise;
https://n2t.net/ark:/99152/r5q5vjnl-4;99152/r5q5vjnl-4;a jardin litalienne;67717/T990-1153;Jardin à l'italienne;Italian garden;61161;Jardin à l'italienne;Italian garden;;;;6756;Jardin à l'italienne;
https://n2t.net/ark:/99152/r51k0wwj-g;99152/r51k0wwj-g;corrosion;67717/T990-619;Corrosion;Corrosion;59816;Corrosion;Corrosion;376137;CORROSION;;6111;Corrosion;
https://n2t.net/ark:/99152/r5k8bwr6-q;99152/r5k8bwr6-q;veranda;67717/T990-2057;Véranda;Veranda;60144;Véranda;Veranda;376464;VERANDA;;3586;Véranda;
https://n2t.net/ark:/99152/r5dls9kf-f;99152/r5dls9kf-f;carte meteorologique;67717/T990-429;Carte météorologique;Weather map;60427;Carte météorologique;Weather map;378030;CARTE METEOROLOGIQUE;;4102;Carte météorologique;
https://n2t.net/ark:/99152/r5hjcwr1-9;99152/r5hjcwr1-9;14e siecle;67717/T990-2;14e siècle;14th century;60707;14e siècle;14th century;;;;5198;14e siècle;
https://n2t.net/ark:/99152/r558qhvp-f;99152/r558qhvp-f;irriguee structure;67717/T990-1895;Structure irriguée;Irrigated structure;60632;Structure irriguée;Irrigated structure;377249;STRUCTURE IRRIGUEE;;7525;Structure irriguée;
https://n2t.net/ark:/99152/r5nhmcgb-c;99152/r5nhmcgb-c;environnement;67717/T990-841;Environnement;Environment;59517;Environnement;Environment;376315;ENVIRONNEMENT;;3556;Environnement;
https://n2t.net/ark:/99152/r5007lhm-0;99152/r5007lhm-0;dada;67717/T990-651;Dada;Dada;60297;Dada;Dada;376166;DADA;;3540;Dada;
https://n2t.net/ark:/99152/r5x82wr6-9;99152/r5x82wr6-9;centre dinformation;67717/T990-461;Centre d'information;Information center;59831;Centre d'information;Information center;376013;CENTRE D'INFORMATION;;3985;Centre d'information;
https://n2t.net/ark:/99152/r5gpjrtx-9;99152/r5gpjrtx-9;amenagement daxe;67717/T990-62;Aménagement d'axe;Axis development;59320;Aménagement d'axe;Axis development;375707;AMENAGEMENT D'AXE;;5286;Aménagement d'axe;
https://n2t.net/ark:/99152/r5ct0618-0;99152/r5ct0618-0;de infrastructure transport;67717/T990-1116;Infrastructure de transport;Transport infrastructure;61129;Infrastructure de transport;Transport infrastructure;;;;3777;Infrastructure de transport;
https://n2t.net/ark:/99152/r5wbxcqq-w;99152/r5wbxcqq-w;sociologie;67717/T990-1858;Sociologie;Sociology;60694;Sociologie;Sociology;377215;SOCIOLOGIE;;3512;Sociologie;
https://n2t.net/ark:/99152/r5crbn2v-3;99152/r5crbn2v-3;profile;67717/T990-1668;Profilé;Profile;60142;Profilé;Profile;377074;PROFILE;;7310;Profilé;
https://n2t.net/ark:/99152/r5vvft38-b;99152/r5vvft38-b;maternite;67717/T990-1288;Maternité;Maternity;59404;Maternité;Maternity;376781;MATERNITE;;6934;Maternité;
https://n2t.net/ark:/99152/r5tq5vl0-8;99152/r5tq5vl0-8;imaginaire;67717/T990-1098;Imaginaire;Imagination;59571;Imaginaire;Imagination;376633;IMAGINAIRE;;4841;Imaginaire;
https://n2t.net/ark:/99152/r5r48jrj-0;99152/r5r48jrj-0;enduit exterieur;67717/T990-804;Enduit extérieur;Rendering;60352;Enduit extérieur;Rendering;376287;ENDUIT EXTERIEUR;;6331;Enduit extérieur;
https://n2t.net/ark:/99152/r55t6860-h;99152/r55t6860-h;copropriete;67717/T990-614;Copropriété;Co-ownership;59863;Copropriété;Co-ownership;376132;COPROPRIETE;;6107;Copropriété;
https://n2t.net/ark:/99152/r5n31wpb-2;99152/r5n31wpb-2;routier vehicule;67717/T990-2052;Véhicule routier;Road vehicle;59841;Véhicule routier;Road vehicle;376467;VEHICULE ROUTIER;;3434;Véhicule routier;
https://n2t.net/ark:/99152/r54ttk2j-3;99152/r54ttk2j-3;art neogothique;67717/T990-234;Art néogothique;Neogothic art;60980;Art néogothique;Neogothic art;378022;ART NEOGOTHIQUE;;5465;Art néogothique;
https://n2t.net/ark:/99152/r52djhk8-w;99152/r52djhk8-w;acoustique;67717/T990-25;Acoustique;Acoustics;61086;Acoustique;Acoustics;375680;ACOUSTIQUE;;4257;Acoustique;
https://n2t.net/ark:/99152/r5dnj79b-r;99152/r5dnj79b-r;structure;67717/T990-1890;Structure;Structure;59500;Structure;Structure;377244;STRUCTURE;;3189;Structure;
https://n2t.net/ark:/99152/r5t79j8p-v;99152/r5t79j8p-v;garage;67717/T990-976;Garage;Garage;59543;Garage;Garage;376529;GARAGE;;6552;Garage;
https://n2t.net/ark:/99152/r5s6ffts-6;99152/r5s6ffts-6;ecurie;67717/T990-786;Écurie;Stable;60405;Écurie;Stable;377377;ECURIE;;6083;Ecurie;
https://n2t.net/ark:/99152/r5mfpvxm-j;99152/r5mfpvxm-j;construction metallique;67717/T990-596;Construction métallique;Metal construction;60660;Construction métallique;Metal construction;;;;6055;Construction métallique;
https://n2t.net/ark:/99152/r5fgs7qx-z;99152/r5fgs7qx-z;menuiserie;67717/T990-1301;Menuiserie;Carpentry;59327;Menuiserie;Carpentry;376792;MENUISERIE;;6465;Menuiserie;
https://n2t.net/ark:/99152/r54rwwk5-s;99152/r54rwwk5-s;infographie;67717/T990-1111;Infographie;Computer graphics;59254;Infographie;Computer graphics;377997;INFOGRAPHIE;;4092;Infographie;
https://n2t.net/ark:/99152/r5m4b39d-6;99152/r5m4b39d-6;treillage;67717/T990-2015;Treillage;Trellis;59985;Treillage;Trellis;377346;TREILLAGE;;7654;Treillage;
https://n2t.net/ark:/99152/r5ds05x2-q;99152/r5ds05x2-q;artificiel site;67717/T990-1853;Site artificiel;Artificial site;61118;Site artificiel;Artificial site;377211;SITE ARTIFICIEL;;6683;Site artificiel;
https://n2t.net/ark:/99152/r56std8p-f;99152/r56std8p-f;bati cadre du production;67717/T990-1663;Production du cadre bâti;Built Environment;60215;Production du cadre bâti;Built Environment;377070;PRODUCTION DU CADRE BATI;;7303;Production du cadre bâti;
https://n2t.net/ark:/99152/r5pfv44r-z;99152/r5pfv44r-z;passage;67717/T990-1473;Passage;Passage;61116;Passage;Passage;376920;PASSAGE;;3731;Passage;
https://n2t.net/ark:/99152/r5l0rnw9-8;99152/r5l0rnw9-8;fiscalite;67717/T990-939;Fiscalité;Taxation;60153;Fiscalité;Taxation;376501;FISCALITE;;6488;Fiscalité;
https://n2t.net/ark:/99152/r5b592p2-q;99152/r5b592p2-q;isolant materiau;67717/T990-1283;Matériau isolant;Insulating material;60623;Matériau isolant;Insulating material;;;;6931;Matériau isolant;
https://n2t.net/ark:/99152/r587rrkl-x;99152/r587rrkl-x;eclairage;67717/T990-749;Éclairage;Lighting;59551;Éclairage;Lighting;376243;ECLAIRAGE;;6258;Eclairage;
https://n2t.net/ark:/99152/r5q4vgt0-m;99152/r5q4vgt0-m;comportement social;67717/T990-559;Comportement social;Social behaviour;61001;Comportement social;Social behaviour;376101;COMPORTEMENT SOCIAL;;3915;Comportement social;
https://n2t.net/ark:/99152/r5h68t84-5;99152/r5h68t84-5;architecture marginale;67717/T990-179;Architecture marginale;Unconventional architecture;60761;Architecture marginale;Unconventional architecture;375790;ARCHITECTURE MARGINALE;;5030;Architecture marginale;
https://n2t.net/ark:/99152/r5krvb1f-s;99152/r5krvb1f-s;a accession la propriete;67717/T990-20;Accession à la propriété;Home-ownership;59310;Accession à la propriété;Home-ownership;375674;ACCESSION A LA PROPRIETE;;5215;Accession à la propriété;
https://n2t.net/ark:/99152/r5159v4q-s;99152/r5159v4q-s;tonnelle;67717/dea0f1f5-095c-4744-8957-ccd6594104d7;Tonnelle;Arbor;317875;Tonnelle;Arbor;;;;;;
https://n2t.net/ark:/99152/r522858f-0;99152/r522858f-0;gabion;67717/T990-971;Gabion;Gabion;60269;Gabion;Gabion;;;;6542;Gabion;
https://n2t.net/ark:/99152/r5rn7dw9-p;99152/r5rn7dw9-p;des salle ventes;67717/T990-1816;Salle des ventes;Sales room;60645;Salle des ventes;Sales room;;;;7445;Salle des ventes;
https://n2t.net/ark:/99152/r51nws2t-0;99152/r51nws2t-0;ecoquartier;67717/T990-781;Écoquartier;Eco-district;61113;Écoquartier;Eco-district;;;;3800;Ecoquartier;
https://n2t.net/ark:/99152/r5frmnw1-7;99152/r5frmnw1-7;construction en pierre;67717/T990-591;Construction en pierre;Stone construction;60764;Construction en pierre;Stone construction;;;;6064;Construction en pierre;
https://n2t.net/ark:/99152/r5h1dpvn-w;99152/r5h1dpvn-w;cellulose de ouate;67717/T990-1436;Ouate de cellulose;Cellulose wadding;61034;Ouate de cellulose;Cellulose wadding;;;;7092;Ouate de cellulose;
https://n2t.net/ark:/99152/r5tvrtj1-2;99152/r5tvrtj1-2;du maison peuple;67717/T990-1246;Maison du peuple;People's house;60558;Maison du peuple;People's house;376746;MAISON DU PEUPLE;;3939;Maison du peuple;
https://n2t.net/ark:/99152/r5bhf9qg-9;99152/r5bhf9qg-9;de histoire larchitecture;67717/T990-1056;Histoire de l'architecture;History of Architecture;59172;Histoire de l'architecture;History of Architecture;376603;HISTOIRE DE L'ARCHITECTURE;;3382;Histoire de l'architecture;
https://n2t.net/ark:/99152/r57nm27f-h;99152/r57nm27f-h;darchitecture traite;67717/T990-1988;Traité d'architecture;Architectural treatise;59218;Traité d'architecture;Architectural treatise;377324;TRAITE D'ARCHITECTURE;;4915;Traité d'architecture;
https://n2t.net/ark:/99152/r5wb2vsv-f;99152/r5wb2vsv-f;de histoire vie;67717/8d43bac5-2ad8-44e2-9b67-5b8e09aba436;Histoire de vie;Life story;308262;Histoire de vie;Life story;;;;6647;Histoire de vie;
https://n2t.net/ark:/99152/r5xgljpw-w;99152/r5xgljpw-w;du financement logement;67717/T990-934;Financement du logement;Housing financing;61083;Financement du logement;Housing financing;376498;FINANCEMENT DU LOGEMENT;;5216;Financement du logement;
https://n2t.net/ark:/99152/r50c7k93-s;99152/r50c7k93-s;eau;67717/T990-744;Eau;Water;59514;Eau;Water;376238;EAU;;3555;Eau;
https://n2t.net/ark:/99152/r5rv9xnw-v;99152/r5rv9xnw-v;compagnonnage;67717/T990-554;Compagnonnage;Apprenticeship;60056;Compagnonnage;Apprenticeship;376096;COMPAGNONNAGE;;6000;Compagnonnage;
https://n2t.net/ark:/99152/r58mhfwm-2;99152/r58mhfwm-2;linguistique;67717/T990-1209;Linguistique;Linguistics;59602;Linguistique;Linguistics;376715;LINGUISTIQUE;;3659;Linguistique;
https://n2t.net/ark:/99152/r5dkptlf-k;99152/r5dkptlf-k;architecture hoteliere;67717/T990-174;Architecture hôtelière;Hotel architecture;60827;Architecture hôtelière;Hotel architecture;;;;3132;Architecture hôtelière;
https://n2t.net/ark:/99152/r55br20g-6;99152/r55br20g-6;graphisme;67717/T990-1019;Graphisme;Calligraphy;59779;Graphisme;Calligraphy;376569;GRAPHISME;;4630;Graphisme;
https://n2t.net/ark:/99152/r5qn0434-w;99152/r5qn0434-w;saison;67717/T990-1811;Saison;Season;303253;Saison;Season;;;;4397;Saison;
https://n2t.net/ark:/99152/r514jm4c-9;99152/r514jm4c-9;pont thermique;67717/T990-1621;Pont thermique;Thermal bridge;61059;Pont thermique;Thermal bridge;;;;7262;Pont thermique;
https://n2t.net/ark:/99152/r5x0jjls-g;99152/r5x0jjls-g;dimensionnement;67717/T990-707;Dimensionnement;Sizing;59860;Dimensionnement;Sizing;376213;DIMENSIONNEMENT;;3560;Dimensionnement;
https://n2t.net/ark:/99152/r5s5554l-z;99152/r5s5554l-z;061 loisirs population sociologie;67717/T990-2145;061 Sociologie - population - loisirs;;415550;061 Sociologie - population - loisirs;;;;;3067;061 Sociologie - population - loisirs;
https://n2t.net/ark:/99152/r5lm1q7d-v;99152/r5lm1q7d-v;hebergement touristique;67717/T990-1051;Hébergement touristique;Tourist accommodation;59470;Hébergement touristique;Tourist accommodation;376597;HEBERGEMENT TOURISTIQUE;;3131;Hébergement touristique;
https://n2t.net/ark:/99152/r5248k8p-x;99152/r5248k8p-x;cite ouvriere;67717/T990-517;Cité ouvrière;Workers' housing estate;59141;Cité ouvrière;Workers' housing estate;376063;Cité ouvrière;;3676;Cité ouvrière;
https://n2t.net/ark:/99152/r5dh503j-0;99152/r5dh503j-0;batiment en pyramide;67717/T990-327;Bâtiment en pyramide;Pyramidal building;59640;Bâtiment en pyramide;Pyramidal building;375904;BATIMENT EN PYRAMIDE;;5680;Bâtiment en pyramide;
https://n2t.net/ark:/99152/r543jx2n-0;99152/r543jx2n-0;tour;67717/T990-1983;Tour;Tower;59584;Tour;Tower;377317;TOUR;;3623;Tour;
https://n2t.net/ark:/99152/r5p7vp5n-d;99152/r5p7vp5n-d;de interieur revetement sol;67717/T990-1793;Revêtement de sol intérieur;Internal flooring;60790;Revêtement de sol intérieur;Internal flooring;;;;7420;Revêtement de sol intérieur;
https://n2t.net/ark:/99152/r54rxrk6-k;99152/r54rxrk6-k;de etablissement sante;67717/T990-879;Établissement de santé;Health facility;61093;Établissement de santé;Health facility;;;;3125;Etablissement de santé;
https://n2t.net/ark:/99152/r5j9ddxb-0;99152/r5j9ddxb-0;dessin technique;67717/T990-689;Dessin technique;Technical drawing;59460;Dessin technique;Technical drawing;376195;DESSIN TECHNIQUE;;4087;Dessin technique;
https://n2t.net/ark:/99152/r5twbvs8-p;99152/r5twbvs8-p;cheminement;67717/T990-499;Cheminement;Pathway;60342;Cheminement;Pathway;376048;CHEMINEMENT;;5933;Cheminement;
https://n2t.net/ark:/99152/r5lf00ps-5;99152/r5lf00ps-5;legume;67717/T990-1204;Légume;Vegetable;61154;Légume;Vegetable;;;;6834;Légume;
https://n2t.net/ark:/99152/r5b44ldp-6;99152/r5b44ldp-6;zonage;67717/T990-2108;Zonage;Zoning;59944;Zonage;Zoning;376417;ZONAGE;;3925;Zonage;
https://n2t.net/ark:/99152/r5wkc3w7-f;99152/r5wkc3w7-f;graffiti;67717/T990-1014;Graffiti;Graffiti;60991;Graffiti;Graffiti;376564;GRAFFITI;;3424;Graffiti;
https://n2t.net/ark:/99152/r58k60sj-6;99152/r58k60sj-6;terrasse;67717/T990-1946;Terrasse;Terrace;59339;Terrasse;Terrace;377289;TERRASSE;;3878;Terrasse;
https://n2t.net/ark:/99152/r5wd7fmp-h;99152/r5wd7fmp-h;relogement;67717/T990-1756;Relogement;Rehousing;59573;Relogement;Rehousing;377137;RELOGEMENT;;4484;Relogement;
